Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
103,1.24574381,0.43887783,0.31613971,1.10763386,-0.1784464,-0.9410914,0.28629079,-0.2900788,-0.1691877,-0.0144198,-0.2262043,0.72130454,1.00328887,0.18886375,0.80965021,0.00306744,-0.4851981,-0.273609,-0.3756398,-0.079776,0.03862076,0.20820688,-0.1114785,0.41990681,0.72234532,-0.3314462,0.02033703,0.02244292,4.19,0
103,-6.0932478,-12.114213,-5.6949732,3.29438946,-1.4137921,4.77600042,4.80842582,-0.228197,-0.5258959,-1.724899,-0.362818,0.2861553,0.48783579,1.25995712,0.6604047,0.45526319,-0.4976438,0.79226877,-0.9784422,7.74422243,2.2288226,-2.2640373,-3.5533806,1.21527882,-0.4060729,-0.6533845,-0.7112222,0.67289985,3828.04,0
105,1.00023399,-0.2952273,1.30825945,1.25775331,-0.9675324,0.46024474,-0.7818499,0.4244153,0.79090838,-0.0548552,1.10942253,0.69267622,-1.2892295,0.11976129,-0.1514072,-0.0181399,-0.0779535,0.06876532,-0.3573205,-0.1831577,0.0327297,0.17964381,0.02878624,0.20348877,0.23499215,-0.4084589,0.07261548,0.02889224,35.97,0
105,1.17509409,0.40826322,0.55214516,1.25506774,-0.1966618,-0.5656053,0.13397304,-0.1462018,-0.2141549,-0.0113099,0.29071739,0.97573512,1.11797884,0.14478824,1.03795397,-0.2925286,-0.1421807,-0.7672163,-0.9627107,-0.1164388,0.13058511,0.52363984,-0.0501247,0.44813332,0.59786727,-0.2750671,0.04330809,0.02392356,1,0
106,-0.3063112,0.99127193,1.41449133,0.85524364,0.33428371,-0.7282603,1.05882295,-0.4698401,-0.5347184,0.08345146,-0.3259025,0.1047662,0.61733463,-0.0207609,0.98961508,-0.4419705,-0.3370344,0.00321785,0.43768597,0.09011821,0.12800778,0.58032886,-0.2021405,0.41611435,-0.2718339,-0.3775666,-0.1136445,-0.052283,24.57,0
107,1.17512478,0.66134118,-0.4774765,1.10254156,0.54332812,-0.2467848,0.16523383,0.02701787,-0.4231438,-0.5740651,1.85338751,0.87053111,0.49656635,-1.2510165,0.59873684,0.56782019,0.76816302,0.67215225,-0.5745867,-0.0694146,-0.0030706,0.093738,-0.1543546,-0.4250968,0.6524354,-0.2968022,0.05142466,0.04187561,1,0
108,-0.8171645,0.54800788,1.987429,2.34762027,0.03688774,1.50952321,0.69296131,0.50896201,-1.2542968,0.17444516,1.10403832,0.30973781,-0.8379516,0.21417933,-0.5277401,-0.4223179,0.39533855,-0.713973,-0.217067,0.2338648,-0.047336,-0.3242293,0.23197951,-0.335248,0.16193195,0.01469445,-0.0286912,-0.015257,148.43,0
108,1.20606524,-0.1248847,0.11893915,0.02373499,-0.5490869,-0.9499203,0.07085045,-0.1258811,0.13679141,-0.071309,1.29067211,0.73214669,-0.8413186,0.50267031,-0.4968973,-0.1649479,-0.0641466,-0.2476913,0.57780656,-0.0842443,-0.0181849,-0.018454,-0.084514,0.62773933,0.45642396,1.09164528,-0.1079704,-0.0135917,25.8,0
110,-1.2768303,-0.9035567,1.47710494,-2.5826264,0.63598127,-0.8665371,1.138067,-0.9246051,-0.2215037,0.09664926,0.98259781,0.7372708,0.52146472,-0.6259232,-0.5641832,-2.4448849,-0.5336305,1.57735011,0.10091848,-0.4310826,-0.4821192,-0.1825176,-0.6141011,0.03764953,0.79307974,-0.7247083,-0.6164865,-0.4859848,110.4,0
110,-0.5919327,0.11127282,0.69912565,-1.536074,1.19320773,0.64889558,0.79670566,0.01690373,0.78966393,-1.2462277,0.55534994,1.08902381,0.36176571,-0.0215201,1.4338612,-2.6270948,1.17681211,-2.1576716,-0.5670892,-0.1763003,0.20596355,1.21619483,0.09339563,-0.9003102,-0.4239665,-0.6078566,0.01770458,-0.0767455,13.95,0
111,-0.8208602,1.02256699,1.99656036,1.18014079,0.23246391,-0.1239525,0.68437085,-0.0082564,-0.5724103,-0.4048672,-0.2121802,0.55173726,0.37283293,-0.1195477,0.06078564,-1.2397137,0.6480885,-0.9040134,0.40541373,0.00516363,0.00016926,0.18338242,-0.2999151,0.43180637,0.45670548,-0.2132982,-0.0331608,0.08837199,9.99,0
112,-4.8160218,-3.3450611,0.56600564,3.9605678,-2.4954,3.69136464,1.60335986,-0.0718012,1.0924182,1.14581874,-1.2296869,-0.186778,-0.0638646,-1.4189628,-1.0063748,0.71783926,-0.3334513,1.20895056,2.245697,-1.13266,-0.7971551,0.26009257,-2.7122759,-1.0204356,0.07098975,0.61908566,1.72070652,-1.6485531,937.69,0
112,1.10269786,0.10396514,0.93447873,1.15270352,-0.6935972,-0.5845803,-0.1484392,-0.1120309,0.1967498,-0.0947149,-0.2169307,0.75222942,1.08776025,-0.0679457,1.19554397,0.45320024,-0.6674517,-0.0596036,-0.5171387,0.0370951,-0.0172107,-0.0987807,0.00333137,0.39441157,0.33420826,-0.5207001,0.04595168,0.04800473,54.99,0
113,1.14755386,0.54349109,0.50457917,2.51792991,-0.1235548,-0.6111199,0.2730759,-0.173271,-0.8095494,0.69236932,-0.5476584,-0.1002813,0.05465531,0.33365716,0.4367181,0.59333395,-0.5936515,-0.2892294,-1.01409,-0.0978375,0.02597307,-0.0082873,-0.0816241,0.37939035,0.55820598,0.0337555,-0.0222306,0.02404533,31.17,0
114,1.19406627,-0.0725822,0.63528563,0.76861621,-0.7355843,-0.6734657,-0.1462992,-0.0656526,0.64604771,-0.2115742,-0.7577568,0.13182152,-0.6916984,0.01407833,-0.0533595,-0.1443217,0.0476212,-0.6621162,0.25544103,-0.1202766,-0.3005608,-0.7709911,0.07444365,0.39771252,0.28594705,0.2867603,-0.0310335,0.01705188,23.88,0
114,-0.2844462,1.06909895,0.93051062,-0.1290103,0.38781911,-0.5136748,0.66417639,0.00899872,-0.2608475,-0.4964996,-1.0490308,-0.6278432,-0.2452632,-0.37796,1.01125175,0.65142924,-0.2675363,0.19821269,0.22832909,0.11099666,-0.3240772,-0.885611,-0.1095223,-0.5209196,-0.0653608,0.12559766,0.24077697,0.08877384,4.49,0
115,-0.1829282,-0.9206834,1.81875832,-2.4509362,-1.2475597,0.147436,0.21862857,-0.4072896,-2.0238793,1.41093971,1.67241866,-0.1033212,1.08228146,-1.0440987,-0.3193217,-0.2558777,-0.104802,0.22147849,-1.2402849,-0.24281,0.03080623,0.84889915,0.12025906,0.21924113,-0.44186,-0.3866868,-0.2915532,-0.4480514,137,0
117,0.8056818,-0.2204514,2.37130972,4.0758173,-0.8440733,2.54639431,-1.4351144,0.94204778,0.33046779,0.83188054,0.31299258,1.01793233,-0.439618,-1.0007772,-2.4314993,0.09885644,0.26118819,-0.4966357,-1.518757,-0.1975538,0.18584422,0.91678294,-0.0759107,-0.2434198,0.24602936,0.28351465,0.11370423,0.03169682,37.89,0
117,-1.0102666,-0.540014,2.51862434,-2.2701489,-0.1573624,0.16870026,0.53823909,-0.3793191,-0.1663607,-0.2262652,-1.5086615,-0.4710807,0.93945314,-1.8420807,-1.7997974,1.33303256,-0.4953589,-1.463652,-0.2498138,0.13229949,-0.10395,0.15383876,-0.2352657,-0.4245494,0.67921583,-0.4970942,-0.3647356,-0.4170944,82.29,0
118,1.25491351,0.35028735,0.30248779,0.69311445,-0.3714699,-1.0702559,0.08678101,-0.2028356,0.03515406,-0.2826173,-0.0735919,0.22482057,0.21117294,-0.284469,1.09619161,0.48095365,-0.0062876,-0.2953127,-0.1965686,-0.0797564,-0.2875922,-0.8326817,0.12808312,0.33942682,0.21594377,0.09470357,-0.0233543,0.03089188,2.69,0
118,1.43105341,-0.6481011,-0.3316639,-1.2073826,-0.0127859,0.70443995,-0.7321256,0.18313887,-0.8783344,0.76790643,0.05741927,-0.5914593,0.00451354,0.04805128,0.4423917,1.53111654,-0.3251052,-0.7243488,1.09984578,0.10077742,0.11274879,0.2222956,-0.2445905,-1.6881581,0.60977822,-0.088366,0.0104378,-0.0144986,20,0
121,-0.8685653,0.68497808,2.01374518,0.12639027,-0.493158,-0.320478,0.37357711,-0.0805007,0.90023113,0.19433807,-0.9963436,-0.5661349,-1.135357,-0.5539992,0.0162219,-0.2058511,-0.1632641,0.07844803,0.07783811,0.1770902,0.02727339,0.57384306,-0.2520143,0.43153338,-0.137521,0.42322059,0.18052111,0.04440431,29.99,0
123,-0.5057284,0.66630036,1.08099302,-0.4476303,1.0394896,0.18401665,0.88279699,-0.1423399,-0.608661,0.03817013,0.30712151,0.71995094,1.42291278,-0.1757667,0.09379226,0.57099663,-1.3124727,0.61003829,0.73702812,0.43505544,-0.0587919,0.0220728,-0.2262413,-0.9864346,-0.0659367,0.2596849,0.15057349,-0.0425807,40,0
123,0.96878393,-0.5017981,-1.3335585,0.38880429,2.03609138,3.66171432,-0.236795,0.80958563,0.15450052,-0.089283,-0.5401497,0.24240838,-0.195637,0.22599864,-0.1319794,-0.0811903,-0.5063122,-0.0450907,0.31487631,0.27169727,-0.0910521,-0.5612803,-0.2609828,1.01770014,0.83722485,-0.3428891,-0.0034674,0.03900378,160.86,0
124,-0.6145861,0.97539646,1.68902691,-0.1704834,-0.1520196,-0.6984875,0.7265573,-0.0675882,-0.1267446,0.41288683,1.36428286,-0.0990804,-1.4734297,0.34178548,0.3284543,0.29784642,-0.6057262,0.20048473,0.20976449,0.2115261,-0.2617702,-0.5502145,-0.0065599,0.4753467,-0.2688248,0.02241878,0.19915462,-0.0546991,8.93,0
124,1.10525345,0.541842,0.83942141,2.57093271,-0.2795174,-0.4230621,0.08801919,0.01162179,-0.7157564,0.65137862,0.07378702,-0.1420238,-0.7394575,0.50263895,0.73668843,0.25674526,-0.0937321,-1.0114156,-1.4654998,-0.2398826,-0.1374342,-0.4609908,0.18939733,0.55632911,0.18578585,-0.1890295,0.00020799,0.02616705,6.24,0
124,-1.7109348,-1.3667987,2.21731067,0.40471445,-0.1143752,-0.0759423,-0.2599427,0.32089725,-0.175355,-0.4787141,0.75964222,0.47506133,0.12264639,-0.1195379,0.48959018,0.18099238,-0.1989552,0.91642141,1.50620908,0.98611386,0.39063362,0.48111149,0.40583918,0.06643282,0.15673241,1.28620051,-0.0939746,0.09882648,230,0
125,-2.8070645,1.18309832,2.97477937,2.80147707,-0.4751102,3.21782926,-0.4016081,0.38439477,2.40867509,3.35107932,0.10695634,0.36709905,-0.1502626,-2.4496712,0.18205704,-2.3723165,1.6142553,-2.0130906,-0.5721837,0.82919689,-0.2017821,1.46153508,-0.0003303,-0.5811331,-0.1017849,0.52938614,0.36241057,0.23764704,43.71,0
125,0.85390797,-0.5271639,0.82384617,1.23522373,-0.64237,0.52859821,-0.397823,0.15676367,0.70579304,-0.2703814,-0.8229198,0.58591088,0.75807271,-0.3368164,0.86642433,0.0885585,-0.3365918,-0.115179,-0.6570762,0.21358248,0.22296557,0.5260119,-0.2712864,-0.3848415,0.46666206,-0.2163398,0.05869297,0.05636317,165.55,0
125,-0.7249104,0.07347502,1.73954661,0.75858806,0.22954257,2.42206922,0.19668794,0.86107621,0.09910154,-0.7304049,1.32710148,1.00546316,-0.9878896,-0.0907163,-0.7112328,-1.6357429,1.15043062,-1.6103896,-1.0446708,-0.0442152,0.18869554,0.73851496,0.1459327,-1.0321857,-0.0875112,-0.2210628,0.10816789,0.01178467,113,0
127,1.35648932,-0.2213555,-1.2369956,-1.2468351,1.90780884,3.10391131,-0.6033838,0.76284071,0.11833873,-0.1297941,0.00945177,0.04066435,0.06302038,0.37507735,1.32287171,0.5818758,-0.8039598,-0.0541063,0.4438464,0.0529969,-0.1638286,-0.6026876,0.01111326,1.06384458,0.40072555,0.97586196,-0.0812201,-0.0033145,1.54,0
128,-0.5497161,0.90766515,1.59794893,1.2989778,0.5879934,0.03237592,0.75425241,-0.3066137,-0.2692968,0.13856101,-0.3325797,0.68687425,0.9826921,-0.4574627,0.1344971,-1.3677578,0.44597782,-0.8684213,0.76546409,0.02175361,-0.0114849,0.41770623,-0.2652176,0.1295605,-0.2282406,-0.3047804,-0.1909776,-0.0870806,10,0
128,1.23949481,-0.1826092,0.1550583,-0.9288921,-0.7462266,-1.2356083,-0.0616947,-0.1252235,0.98493784,-0.7466245,1.56345897,0.89013171,-0.9851588,0.77873428,1.01697436,-0.4294899,-0.335787,0.61469009,0.7031331,-0.1604056,0.14607713,0.48111851,-0.1400194,0.53826061,0.71072011,-0.6213818,0.03686681,0.01096332,8.8,0
130,-0.4852377,0.65849659,1.94996662,1.24969475,0.42641029,0.23151269,0.58511538,0.02916299,-0.5202974,0.05591147,1.26531109,0.52127656,-0.8304394,0.15745483,-0.3650746,-1.142187,0.409601,-0.2048765,1.01048316,0.08937773,0.00729012,0.32824373,-0.2325632,0.22557206,0.02589168,-0.2473954,-0.025381,-0.1185646,5.97,0
130,1.35328309,-0.6949,0.97082611,-0.4265595,-1.4172633,-0.5057104,-0.9320689,-0.0839568,-0.2242079,0.44674813,-0.5404118,0.07233784,1.00664661,-0.9053572,-0.3042023,0.80262552,0.48308727,-1.3449303,0.64904531,0.12635801,0.28434059,0.99343372,-0.1648933,0.47425699,0.62384757,-0.0067498,0.04602563,0.02204316,15.93,0
131,-1.0073906,1.26194332,1.20720274,1.30757493,0.15321142,0.0622911,0.50864716,0.07944685,-0.3952109,-0.0061522,-0.4682879,0.82781936,1.04667579,-0.1852126,0.10926658,-1.2528043,0.60594098,-0.8310798,0.77272068,-0.1040665,0.03914976,0.41166076,-0.0803201,0.12123507,-0.1329995,-0.3031769,-0.4639131,-0.1641572,10,0
132,-0.3948157,1.0544183,1.20636127,-0.2892324,0.61028392,0.08152934,0.68772099,0.06534072,-0.5016232,-0.3871047,-0.7486563,0.31726207,1.20945516,-0.0891142,1.04581112,0.10150149,-0.4798422,-0.6564852,-0.0359223,0.16078259,-0.2431545,-0.5483875,-0.1071376,-0.7570965,-0.1191971,0.1493682,0.28735973,0.1113224,3.87,0
132,-1.5713593,1.68750803,0.73467044,1.2933496,-0.2175317,-0.0026775,0.14736418,0.51536198,-0.3724416,0.07802068,-0.5924949,0.99794101,1.10932839,0.06004762,0.0861408,-1.1498927,0.76519825,-0.8105886,0.73755044,-0.0936135,0.04854931,0.37725553,-0.0304355,0.11760813,-0.0605201,-0.2965499,-0.4815703,-0.1678975,10,0
133,0.70933568,-0.0116792,-0.530213,0.23633063,1.61174986,4.09191538,-0.8621382,1.08397307,0.78679568,0.11288748,-0.6532321,0.17326686,0.0378668,-0.3878128,0.37489296,0.21021155,-0.6447494,0.55485458,0.62238423,-0.0415515,0.00677526,0.09003256,0.27177342,0.98654728,-0.8099435,-0.5296595,-0.0658869,-0.1250022,35.97,0
135,1.10176244,-0.1190185,1.13915027,1.84496121,-0.8179092,0.24777008,-0.684181,0.28309582,0.28676255,0.4409462,-0.8262937,-0.7693778,-1.5410326,0.04790422,0.56788609,0.52395945,-0.0440647,-0.4256322,-1.10103,-0.2005972,0.12020071,0.37130498,-0.0160471,0.11390138,0.15201442,1.12604899,-0.0386952,0.01233883,22.37,0
135,1.20720732,0.24131803,0.25874496,0.65333494,-0.2564258,-0.6203093,-0.0396528,-0.0221387,0.14519057,-0.305443,0.02357446,-0.0897945,-0.564338,-0.1051165,1.43082239,0.22264186,0.31719327,-0.6529186,-0.5524222,-0.1562349,-0.2671653,-0.7801576,0.16565682,0.01295564,0.11617575,0.12640613,-0.0121557,0.0262393,4.57,0
135,-0.5418894,0.90774483,0.94184193,0.99374789,0.84472395,0.36027996,0.76173683,-0.2224771,0.1797477,0.40800816,-2.0619082,-0.719904,-0.3670073,-0.2865068,0.1807051,-0.5934694,-0.250661,0.23003316,1.63369069,0.14613961,-0.2031124,-0.1229437,-0.4384616,-0.9963504,0.09379569,-0.2163458,0.0153754,-0.0384908,23.57,0
136,-0.5682847,1.19509454,0.6947415,-0.6260951,1.17108402,0.37375108,1.01309484,-0.2723884,0.05586974,0.68204364,0.26737206,0.1781728,0.85431644,-1.0092054,0.35339225,0.85481519,-1.130549,0.76385275,0.79637285,0.5994257,-0.4899348,-0.8385201,-0.2861958,-1.4412089,0.11504524,0.11346164,0.13709554,-0.2496939,13.99,0
137,0.75330785,-1.1315933,0.87873037,0.2978708,-1.3272502,0.06659564,-0.535276,0.17113262,1.18460204,-0.5104529,-0.5590821,0.12181264,-0.7185953,-0.2112324,0.66376257,-0.0642568,0.25634547,-0.6960301,-0.1903533,0.29563838,0.03191224,-0.213298,-0.0916604,0.15183652,-0.0676734,0.99907331,-0.0639848,0.04917436,226.07,0
138,-0.9866395,0.05461977,0.89218939,1.2385463,1.1539492,-0.4431569,1.15879297,-0.2349329,-0.7482843,0.19999764,-0.3770703,-0.0865459,0.21716716,0.31428983,1.29554552,-0.8188015,0.05964216,-0.6895629,0.68442023,0.74432473,-0.156084,-0.5905764,0.43295311,-0.3376314,-0.2723908,-0.5514746,0.17166959,0.01271239,148.81,0
139,0.95127828,-0.6577296,1.70188353,1.80966728,-1.3601621,0.95385765,-1.1348033,0.52856971,1.91440356,-0.4134258,-1.4888158,0.10598033,-1.6501786,-0.7656108,-1.182671,-0.7392824,0.67697926,-0.4838013,-0.1881625,-0.1927964,-0.027596,0.28412115,-0.0920931,0.09189979,0.41813611,-0.1958267,0.10681691,0.04088053,58,0
140,1.17547798,0.16788128,0.50990852,0.45233238,-0.215763,-0.1921038,-0.1054037,0.06851685,-0.2497334,0.05314273,1.73792686,1.25332507,0.41921482,0.42253374,0.56052905,0.19746193,-0.4079846,-0.520951,-0.1883205,-0.1015538,-0.176147,-0.5005662,0.15126295,0.01834697,0.12200284,0.10630681,-0.0149369,0.00577093,1.29,0
140,-4.6365337,-5.9317174,-0.2273012,-2.7372713,7.67254397,-0.9963545,-3.3911845,1.23626681,1.12946194,-1.4618609,-0.3264307,0.59718955,-0.0274677,0.50650535,0.81928806,0.19486917,-1.1725998,0.59697385,-0.5026191,1.52213663,0.65584439,-0.0471579,0.86955821,1.02075479,0.70612456,-0.2070961,-0.1676803,0.21768497,65,0
140,-3.222745,-1.9327757,2.92324183,0.14357353,0.94811682,-1.076456,0.81122633,-1.1706831,1.3637533,0.67572412,-0.0339473,-0.3084362,-0.0353489,-1.6550098,0.50501405,0.26490066,-1.0015856,-0.2177462,-0.3943641,-1.7867363,-0.6578968,0.98398542,1.30469309,0.80441396,0.68602819,0.45532051,-0.373342,-1.3251643,11,0
140,0.69350299,-1.134232,0.782844,-0.5929964,-1.4218026,-0.4875307,-0.2723206,-0.0291042,1.35306576,-1.0670656,1.64911855,2.15205512,1.1049581,-0.1383757,0.47019172,-0.314898,-0.3908546,0.54883544,0.66231096,0.47871309,0.23884515,0.38074935,-0.2707552,0.5954874,0.39215655,-0.7336218,0.05123025,0.07461365,257.3,0
140,1.00794706,-1.2894924,0.66674085,-0.7413212,-1.2905235,0.30217244,-1.0269071,0.22056203,-0.6074647,0.66999728,1.25373975,-0.1375441,-0.0344473,-0.1425367,0.74575245,1.51476545,-0.0122664,-0.6277385,0.22987114,0.37948301,0.53054864,1.11356107,-0.2600419,-0.2532418,0.29937941,-0.0327548,0.01792657,0.03566692,169,0
141,1.180458,0.33426698,0.39517788,1.1907532,-0.0921576,-0.3881376,0.10429092,-0.0987316,-0.1158045,-2.69E-05,-0.0872137,0.59789116,0.66751913,0.22858245,1.11873878,-0.1725104,-0.2312029,-0.596697,-0.8393883,-0.1203793,0.1087153,0.41728327,-0.0921114,0.10852482,0.62083144,-0.2541175,0.03787171,0.02107763,9.9,0
142,1.21140602,0.00784976,0.95079839,1.13764648,-0.4951893,0.30137112,-0.5183504,0.09542592,0.81759171,-0.2263395,-1.3927278,0.66690392,1.04867798,-0.5826457,0.14456173,0.28207769,-0.6027877,0.10493152,0.09886891,-0.0499125,-0.1072477,-0.0571525,-0.1189326,-0.4212415,0.55614631,-0.3601644,0.07692991,0.03180003,9.99,0
142,1.28825562,0.08582758,-1.1794821,0.06435705,2.19522544,3.38336287,-0.4484369,0.7993472,-0.1470061,0.12553707,-0.1907356,-0.0001142,0.00274659,0.4670356,1.12368505,0.47550979,-0.973084,0.37435134,-0.1026472,-0.0157746,0.01748544,-0.0513554,-0.1454799,1.00761277,0.83329266,-0.2654851,0.02053908,0.01539366,4.9,0
143,-2.1434575,2.10782616,0.21315188,1.28221657,-0.7325584,0.02358915,-0.0732558,0.92414266,-0.3569875,0.14101834,-0.7111775,1.15744265,1.17737992,0.29991353,0.06880917,-1.0315224,0.91829192,-0.7906182,0.70137781,-0.1128659,0.04464096,0.34534586,0.0132327,0.11718828,0.0124059,-0.2885307,-0.4738939,-0.1844881,39.95,0
144,-1.0329399,0.68060805,1.40255012,-0.529928,0.86957814,1.90330143,0.03324032,-0.2378153,0.84458168,-0.9890046,-1.3061648,1.04765367,-0.0754537,-0.8995006,-3.6180598,0.08695773,-0.7232736,-0.3397482,-0.4893366,-0.5202404,0.41165125,-0.9410065,-0.1578335,-1.7352972,-0.0260334,-0.8149737,0.09476168,0.12690643,15.36,0
145,1.12257864,0.22257314,0.48192794,1.13137538,-0.2149472,-0.2012832,-0.0565559,0.08747078,-0.2505702,0.19546642,1.6366825,0.86590001,-0.3696339,0.61983026,0.5040385,0.00770818,-0.3557441,-0.0550667,-0.6201999,-0.1746253,0.16322275,0.49204846,-0.0684497,0.23348474,0.53259994,-0.2810972,0.02832553,0.01098968,9.9,0
145,-2.4204128,1.94788539,0.55364604,0.98306889,-0.2815181,2.40895755,-1.4016134,-0.1882991,0.6758775,0.15849749,-1.2249513,1.31470508,0.30441192,-0.2902176,-2.0145478,-0.7728005,0.6967612,0.01791358,2.1772495,-0.2762067,1.21382599,-1.2386199,0.00692731,-1.7242221,0.2396027,-0.313703,-0.1882809,0.11983099,6,0
145,-2.4204128,1.94788539,0.55364604,0.98306889,-0.2815181,2.40895755,-1.4016134,-0.1882991,0.6758775,0.15849749,-1.2249513,1.31470508,0.30441192,-0.2902176,-2.0145478,-0.7728005,0.6967612,0.01791358,2.1772495,-0.2762067,1.21382599,-1.2386199,0.00692731,-1.7242221,0.2396027,-0.313703,-0.1882809,0.11983099,6,0
145,-2.4194856,1.9493457,0.55299766,0.9827101,-0.2848153,2.41119959,-1.3985371,-0.1889216,0.67569545,0.15812271,-1.2248345,1.31439831,0.30442489,-0.290434,-2.0145107,-0.7725403,0.69661046,0.01785501,2.17731207,-0.2774063,1.21338967,-1.2383543,0.00719143,-1.7241751,0.23972108,-0.3136069,-0.1874312,0.11947194,6.74,0
145,-2.4194856,1.9493457,0.55299766,0.9827101,-0.2848153,2.41119959,-1.3985371,-0.1889216,0.67569545,0.15812271,-1.2248345,1.31439831,0.30442489,-0.290434,-2.0145107,-0.7725403,0.69661046,0.01785501,2.17731207,-0.2774063,1.21338967,-1.2383543,0.00719143,-1.7241751,0.23972108,-0.3136069,-0.1874312,0.11947194,6.74,0
147,0.91297915,-0.6529996,0.29816515,0.20954616,-0.1972305,0.97109995,-0.4494608,0.28189649,0.26249265,-0.060595,0.42292249,0.69340332,0.66474967,0.09362923,1.03903401,0.96501529,-1.0509538,0.48714739,0.01545264,0.29906223,0.08925808,-0.0773064,-0.2377067,-1.3014149,0.179599,0.46995602,-0.0247387,0.02833831,170.43,0
147,-2.687978,4.3902302,-2.3604831,0.36082916,1.31019221,-1.6452534,2.32777608,-1.7278252,4.32475181,6.28648735,2.46639532,-0.727391,0.02618962,-6.5767886,1.76603352,-0.6517586,2.20139193,0.37762857,-1.4501131,3.16934442,-1.0459614,-0.1569514,0.07985387,-0.0125985,0.207194,-0.5365779,0.95039273,-0.6244315,0.89,0
150,-0.3998797,1.05196579,1.39080202,0.09313186,-0.0076994,-0.717559,0.58809475,0.0859321,-0.3107218,-0.5332847,0.17746338,-0.2726616,-0.6861543,-0.2373257,1.20124885,0.0287134,0.44691801,-0.6059096,-0.5668629,0.0182527,-0.2249263,-0.573766,0.05704138,0.3293541,-0.302724,0.08388281,0.25883423,0.09633667,0.89,0
152,0.09549002,-2.5576942,-1.1340549,-0.4357705,0.72849342,4.090476,-0.4293288,0.89687902,1.00424428,-0.6736196,-0.5610463,0.41962937,0.02197186,-0.2742552,-0.0374299,0.28663528,-0.3362544,-0.068412,0.64449632,1.28012435,0.08009795,-1.0385382,-0.4896446,1.10844,0.07260309,0.89318295,-0.1460171,0.11311046,614.87,0
153,-0.648576,0.74056458,1.8003815,0.14082568,0.05064644,-0.2574153,0.92046971,-0.422028,0.59052245,0.30075958,-0.1729478,-0.1034244,-0.7741361,-0.5899829,-0.0359468,-0.9359519,0.24025871,-1.1262329,-0.1314114,0.06291424,-0.2291066,-0.1612053,-0.1125298,0.42075021,-0.1399138,0.16319273,-0.4690137,-0.3505431,22.99,0
153,-0.9036282,-0.2333626,2.58086353,-0.9905723,-0.3979203,0.28175504,0.23861892,0.24910159,0.65133037,-0.8817749,0.93997181,0.39777875,-1.4945626,-0.4284344,-1.3079424,-0.0956184,-0.0801698,-0.4321933,-0.3366583,0.05047119,-0.0750175,-0.0979063,0.05944787,0.24454763,-0.3161412,0.75440453,-0.1663156,-0.1381771,71.26,0
154,1.19084417,-0.6084269,0.06909652,-0.4935092,-0.9447747,-1.3908571,0.04765887,-0.4678839,-1.2488774,0.57087751,0.27651596,0.20648346,1.40824036,-0.2006836,0.35921144,0.71836267,0.40606832,-1.7860305,0.43882055,0.37426763,0.26228036,0.48914276,-0.1866449,0.79772064,0.63057525,-0.1839143,-0.0293015,0.03350849,127.69,0
154,1.31560131,0.41314829,-0.0189531,0.48783438,0.13233069,-0.5743065,0.14656327,-0.2159229,-0.0802762,-0.3144566,-0.6237592,0.55773609,1.49812182,-0.5615142,1.03095257,0.6697725,-0.3739642,-0.1643689,0.1097359,0.01836524,-0.3295667,-0.8911881,0.01135234,-0.4775786,0.36566736,0.14325354,-0.016757,0.02464016,1.98,0
155,-0.5462153,0.87808388,1.52317639,-0.2428534,0.32393124,0.37185198,0.44659539,0.37007704,-0.631359,-0.2290695,1.71411974,0.6938391,-0.3161525,0.44056703,0.67838665,-0.1848424,-0.0684111,-0.7346624,-0.4204043,0.03635402,-0.1209365,-0.2686185,0.03631323,-0.3126712,-0.3780508,0.11365984,0.29212055,0.1037298,6.45,0
155,1.17195352,0.31121325,0.31360508,0.51923042,-0.0580321,-0.2587687,-0.0438428,0.03959889,-0.3442269,-0.1797271,1.97901577,1.40674626,0.87199517,-0.2121572,0.56327593,0.34811986,-0.0216231,-0.3438912,-0.2710357,-0.0542834,-0.2001531,-0.5419163,0.13749113,-0.0017395,0.13912126,0.10437592,-0.0054142,0.01872801,1.29,0
156,0.71440104,-0.4939052,1.26948456,3.01149411,-0.8012159,0.92940384,-0.4288792,0.28456533,0.40655547,0.24895365,-1.1035634,0.51701845,0.07035652,-0.6901339,-1.2315181,-0.2467614,0.27726568,-0.7434781,-0.9845526,0.16690606,0.16212296,0.4543639,-0.2635763,0.14438797,0.4830563,0.22237447,0.03159666,0.05603576,184.31,0
156,-3.4948609,-2.8944497,1.63798884,-0.2749756,-0.3892029,-0.7032745,0.44419418,0.15426642,0.69581758,-0.5684922,1.04195648,0.84140953,-0.2393474,-0.4156958,-0.8611714,0.66427223,-0.5934754,0.23745052,-0.2723605,0.67003619,0.01701031,-0.0635215,0.67625382,0.59637714,0.11422899,0.83491473,0.30967519,0.63226084,500,0
156,1.32529523,-1.1386781,1.27626564,-0.2079202,-1.6420879,0.69657281,-1.5029549,0.29773961,0.87238095,0.25192647,-2.3320114,0.04751689,-0.0339143,-1.2663172,-1.6051921,-1.7437123,0.48265498,0.99765371,0.22174419,-0.4983967,-0.6063476,-0.803193,-0.0266178,-0.3972725,0.2456994,1.12740554,0.02301143,0.01226447,10,0
